Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type,Status
1014685,Burlington,"Burlington,Connecticut,United States",21139,US,City,Active
1014686,Canaan,"Canaan,Connecticut,United States",21139,US,City,Active
1014687,Canterbury,"Canterbury,Connecticut,United States",21139,US,City,Active
1014688,Canton,"Canton,Connecticut,United States",21139,US,City,Active
1014691,Chaplin,"Chaplin,Connecticut,United States",21139,US,City,Active
1014692,Cheshire,"Cheshire,Connecticut,United States",21139,US,City,Active
1014693,Chester,"Chester,Connecticut,United States",21139,US,City,Active
1014694,Clinton,"Clinton,Connecticut,United States",21139,US,City,Active
1014696,Colebrook,"Colebrook,Connecticut,United States",21139,US,City,Active
1014698,Columbia,"Columbia,Connecticut,United States",21139,US,City,Active
1014699,Cornwall,"Cornwall,Connecticut,United States",21139,US,City,Active
1014702,Coventry,"Coventry,Connecticut,United States",21139,US,City,Active
1014703,Cromwell,"Cromwell,Connecticut,United States",21139,US,City,Active
1014704,Danbury,"Danbury,Connecticut,United States",21139,US,City,Active
1014706,Darien,"Darien,Connecticut,United States",21139,US,City,Active
1014709,Derby,"Derby,Connecticut,United States",21139,US,City,Active
1014713,East Granby,"East Granby,Connecticut,United States",21139,US,City,Active
1014714,East Haddam,"East Haddam,Connecticut,United States",21139,US,City,Active
1014716,East Hartford,"East Hartford,Connecticut,United States",21139,US,City,Active
1014718,East Haven,"East Haven,Connecticut,United States",21139,US,City,Active
1014720,East Lyme,"East Lyme,Connecticut,United States",21139,US,City,Active
1014721,East Windsor,"East Windsor,Connecticut,United States",21139,US,City,Active
1014722,Eastford,"Eastford,Connecticut,United States",21139,US,City,Active
1014723,Easton,"Easton,Connecticut,United States",21139,US,City,Active
1014724,Ellington,"Ellington,Connecticut,United States",21139,US,City,Active
1014725,Enfield,"Enfield,Connecticut,United States",21139,US,City,Active
1014726,Essex,"Essex,Connecticut,United States",21139,US,City,Active
1014727,Fairfield,"Fairfield,Connecticut,United States",21139,US,City,Active
1014729,Farmington,"Farmington,Connecticut,United States",21139,US,City,Active
1014732,Georgetown,"Georgetown,Connecticut,United States",21139,US,City,Active
1014733,Glastonbury,"Glastonbury,Connecticut,United States",21139,US,City,Active
1014734,Goshen,"Goshen,Connecticut,United States",21139,US,City,Active
1014735,Granby,"Granby,Connecticut,United States",21139,US,City,Active
1014737,Greenwich,"Greenwich,Connecticut,United States",21139,US,City,Active
1014740,Haddam,"Haddam,Connecticut,United States",21139,US,City,Active
1014741,Hamden,"Hamden,Connecticut,United States",21139,US,City,Active
1014742,Hampton,"Hampton,Connecticut,United States",21139,US,City,Active
1014743,Hartford,"Hartford,Connecticut,United States",21139,US,City,Active
1014744,Harwinton,"Harwinton,Connecticut,United States",21139,US,City,Active
1014746,Hebron,"Hebron,Connecticut,United States",21139,US,City,Active
1014750,Kent,"Kent,Connecticut,United States",21139,US,City,Active
1014751,Killingworth,"Killingworth,Connecticut,United States",21139,US,City,Active
1014754,Lebanon,"Lebanon,Connecticut,United States",21139,US,City,Active
1014755,Ledyard,"Ledyard,Connecticut,United States",21139,US,City,Active
1014760,Marlborough,"Marlborough,Connecticut,United States",21139,US,City,Active
1014761,Meriden,"Meriden,Connecticut,United States",21139,US,City,Active
1014762,Middlebury,"Middlebury,Connecticut,United States",21139,US,City,Active
1014763,Middlefield,"Middlefield,Connecticut,United States",21139,US,City,Active
1014764,Middletown,"Middletown,Connecticut,United States",21139,US,City,Active
1014765,Milford,"Milford,Connecticut,United States",21139,US,City,Active
1014767,Monroe,"Monroe,Connecticut,United States",21139,US,City,Active
1014768,Montville,"Montville,Connecticut,United States",21139,US,City,Active
1014771,Morris,"Morris,Connecticut,United States",21139,US,City,Active
1014773,Naugatuck,"Naugatuck,Connecticut,United States",21139,US,City,Active
1014774,New Britain,"New Britain,Connecticut,United States",21139,US,City,Active
1014775,New Canaan,"New Canaan,Connecticut,United States",21139,US,City,Active
1014776,New Fairfield,"New Fairfield,Connecticut,United States",21139,US,City,Active
1014777,New Hartford,"New Hartford,Connecticut,United States",21139,US,City,Active
1014778,New Haven,"New Haven,Connecticut,United States",21139,US,City,Active
1014779,New London,"New London,Connecticut,United States",21139,US,City,Active
1014780,New Milford,"New Milford,Connecticut,United States",21139,US,City,Active
1014781,Newington,"Newington,Connecticut,United States",21139,US,City,Active
1014784,Norfolk,"Norfolk,Connecticut,United States",21139,US,City,Active
1014785,North Branford,"North Branford,Connecticut,United States",21139,US,City,Active
1014790,North Haven,"North Haven,Connecticut,United States",21139,US,City,Active
1014791,North Stonington,"North Stonington,Connecticut,United States",21139,US,City,Active
1014793,Northford,"Northford,Connecticut,United States",21139,US,City,Active
1014794,Norwalk,"Norwalk,Connecticut,United States",21139,US,City,Active
1014795,Norwich,"Norwich,Connecticut,United States",21139,US,City,Active
1014799,Old Lyme,"Old Lyme,Connecticut,United States",21139,US,City,Active
1014800,Old Saybrook,"Old Saybrook,Connecticut,United States",21139,US,City,Active
1014801,Orange,"Orange,Connecticut,United States",21139,US,City,Active
1014802,Oxford,"Oxford,Connecticut,United States",21139,US,City,Active
1014804,Plainfield,"Plainfield,Connecticut,United States",21139,US,City,Active
1014805,Plainville,"Plainville,Connecticut,United States",21139,US,City,Active
1014807,Plymouth,"Plymouth,Connecticut,United States",21139,US,City,Active
1014808,Pomfret,"Pomfret,Connecticut,United States",21139,US,City,Active
1014811,Preston,"Preston,Connecticut,United States",21139,US,City,Active
1014812,Prospect,"Prospect,Connecticut,United States",21139,US,City,Active
1014813,Putnam,"Putnam,Connecticut,United States",21139,US,City,Active
1014816,Redding,"Redding,Connecticut,United States",21139,US,City,Active
1014817,Ridgefield,"Ridgefield,Connecticut,United States",21139,US,City,Active
1014821,Rocky Hill,"Rocky Hill,Connecticut,United States",21139,US,City,Active
1014823,Roxbury,"Roxbury,Connecticut,United States",21139,US,City,Active
1014824,Salem,"Salem,Connecticut,United States",21139,US,City,Active
1014825,Salisbury,"Salisbury,Connecticut,United States",21139,US,City,Active
1014827,Scotland,"Scotland,Connecticut,United States",21139,US,City,Active
1014828,Seymour,"Seymour,Connecticut,United States",21139,US,City,Active
1014829,Sharon,"Sharon,Connecticut,United States",21139,US,City,Active
1014830,Shelton,"Shelton,Connecticut,United States",21139,US,City,Active
1014831,Sherman,"Sherman,Connecticut,United States",21139,US,City,Active
1014833,Somers,"Somers,Connecticut,United States",21139,US,City,Active
1014837,South Windsor,"South Windsor,Connecticut,United States",21139,US,City,Active
1014838,Southbury,"Southbury,Connecticut,United States",21139,US,City,Active
1014839,Southington,"Southington,Connecticut,United States",21139,US,City,Active
1014841,Stafford,"Stafford,Connecticut,United States",21139,US,City,Active
1014843,Stamford,"Stamford,Connecticut,United States",21139,US,City,Active
1014844,Sterling,"Sterling,Connecticut,United States",21139,US,City,Active
1014847,Stratford,"Stratford,Connecticut,United States",21139,US,City,Active
1014848,Suffield,"Suffield,Connecticut,United States",21139,US,City,Active
1014853,Thomaston,"Thomaston,Connecticut,United States",21139,US,City,Active
1014854,Thompson,"Thompson,Connecticut,United States",21139,US,City,Active
1014855,Tolland,"Tolland,Connecticut,United States",21139,US,City,Active
1014856,Torrington,"Torrington,Connecticut,United States",21139,US,City,Active
1014857,Trumbull,"Trumbull,Connecticut,United States",21139,US,City,Active
1014860,Vernon,"Vernon,Connecticut,United States",21139,US,City,Active
1014862,Voluntown,"Voluntown,Connecticut,United States",21139,US,City,Active
1014864,Washington,"Washington,Connecticut,United States",21139,US,City,Active
1014866,Waterbury,"Waterbury,Connecticut,United States",21139,US,City,Active
1014868,Watertown,"Watertown,Connecticut,United States",21139,US,City,Active
1014873,West Hartford,"West Hartford,Connecticut,United States",21139,US,City,Active
1014874,West Hartland,"West Hartland,Connecticut,United States",21139,US,City,Active
1014875,West Haven,"West Haven,Connecticut,United States",21139,US,City,Active
1014879,Weston,"Weston,Connecticut,United States",21139,US,City,Active
1014880,Westport,"Westport,Connecticut,United States",21139,US,City,Active
1014881,Wethersfield,"Wethersfield,Connecticut,United States",21139,US,City,Active
1014883,Willington,"Willington,Connecticut,United States",21139,US,City,Active
1014884,Wilton,"Wilton,Connecticut,United States",21139,US,City,Active
1014885,Windham,"Windham,Connecticut,United States",21139,US,City,Active
1014886,Windsor,"Windsor,Connecticut,United States",21139,US,City,Active
1014887,Windsor Locks,"Windsor Locks,Connecticut,United States",21139,US,City,Active
1014889,Wolcott,"Wolcott,Connecticut,United States",21139,US,City,Active
1014890,Woodbridge,"Woodbridge,Connecticut,United States",21139,US,City,Active
1014891,Woodbury,"Woodbury,Connecticut,United States",21139,US,City,Active
1014892,Woodstock,"Woodstock,Connecticut,United States",21139,US,City,Active
1014895,Washington,"Washington,District of Columbia,United States",21140,US,City,Active
1014896,Bear,"Bear,Delaware,United States",21141,US,City,Active
1014897,Bethany Beach,"Bethany Beach,Delaware,United States",21141,US,City,Active
1014898,Bridgeville,"Bridgeville,Delaware,United States",21141,US,City,Active
1014900,Cheswold,"Cheswold,Delaware,United States",21141,US,City,Active
1014901,Claymont,"Claymont,Delaware,United States",21141,US,City,Active
1014902,Clayton,"Clayton,Delaware,United States",21141,US,City,Active
1014903,Dagsboro,"Dagsboro,Delaware,United States",21141,US,City,Active
1014904,Delaware City,"Delaware City,Delaware,United States",21141,US,City,Active
1014905,Delmar,"Delmar,Delaware,United States",21141,US,City,Active
1014906,Dover,"Dover,Delaware,United States",21141,US,City,Active
1014907,Dover Air Force Base,"Dover Air Force Base,Delaware,United States",21141,US,City,Active
1014908,Felton,"Felton,Delaware,United States",21141,US,City,Active
1014909,Fenwick Island,"Fenwick Island,Delaware,United States",21141,US,City,Active
1014910,Frederica,"Frederica,Delaware,United States",21141,US,City,Active
1014911,Georgetown,"Georgetown,Delaware,United States",21141,US,City,Active
1014912,Greenwood,"Greenwood,Delaware,United States",21141,US,City,Active
1014913,Harrington,"Harrington,Delaware,United States",21141,US,City,Active
1014914,Hartly,"Hartly,Delaware,United States",21141,US,City,Active
1014915,Hockessin,"Hockessin,Delaware,United States",21141,US,City,Active
1014916,Houston,"Houston,Delaware,United States",21141,US,City,Active
1014917,Kenton,"Kenton,Delaware,United States",21141,US,City,Active
1014918,Laurel,"Laurel,Delaware,United States",21141,US,City,Active
1014919,Lewes,"Lewes,Delaware,United States",21141,US,City,Active
1014920,Little Creek,"Little Creek,Delaware,United States",21141,US,City,Active
1014921,Magnolia,"Magnolia,Delaware,United States",21141,US,City,Active
1014922,Middletown,"Middletown,Delaware,United States",21141,US,City,Active
1014923,Milford,"Milford,Delaware,United States",21141,US,City,Active
1014924,Millsboro,"Millsboro,Delaware,United States",21141,US,City,Active
1014925,Milton,"Milton,Delaware,United States",21141,US,City,Active
1014926,New Castle,"New Castle,Delaware,United States",21141,US,City,Active
1014927,Newark,"Newark,Delaware,United States",21141,US,City,Active
1014928,Ocean View,"Ocean View,Delaware,United States",21141,US,City,Active
1014929,Odessa,"Odessa,Delaware,United States",21141,US,City,Active
1014930,Rehoboth Beach,"Rehoboth Beach,Delaware,United States",21141,US,City,Active
1014931,Rockland,"Rockland,Delaware,United States",21141,US,City,Active
1014932,Seaford,"Seaford,Delaware,United States",21141,US,City,Active
1014933,Selbyville,"Selbyville,Delaware,United States",21141,US,City,Active
1014934,Smyrna,"Smyrna,Delaware,United States",21141,US,City,Active
1014935,Saint Georges,"Saint Georges,Delaware,United States",21141,US,City,Active
1014936,Townsend,"Townsend,Delaware,United States",21141,US,City,Active
1014937,Viola,"Viola,Delaware,United States",21141,US,City,Active
1014938,Wilmington,"Wilmington,Delaware,United States",21141,US,City,Active
1014939,Winterthur,"Winterthur,Delaware,United States",21141,US,City,Active
1014940,Woodside,"Woodside,Delaware,United States",21141,US,City,Active
1014941,Yorklyn,"Yorklyn,Delaware,United States",21141,US,City,Active
1014942,Alachua,"Alachua,Florida,United States",21142,US,City,Active
1014943,Altamonte Springs,"Altamonte Springs,Florida,United States",21142,US,City,Active
1014944,Altha,"Altha,Florida,United States",21142,US,City,Active
1014945,Anna Maria,"Anna Maria,Florida,United States",21142,US,City,Active
1014946,Anthony,"Anthony,Florida,United States",21142,US,City,Active
1014947,Apalachicola,"Apalachicola,Florida,United States",21142,US,City,Active
1014948,Apopka,"Apopka,Florida,United States",21142,US,City,Active
1014949,Arcadia,"Arcadia,Florida,United States",21142,US,City,Active
1014950,Atlantic Beach,"Atlantic Beach,Florida,United States",21142,US,City,Active
1014951,Auburndale,"Auburndale,Florida,United States",21142,US,City,Active
1014952,Avon Park,"Avon Park,Florida,United States",21142,US,City,Active
1014953,Bartow,"Bartow,Florida,United States",21142,US,City,Active
1014954,Belle Glade,"Belle Glade,Florida,United States",21142,US,City,Active
1014955,Belleview,"Belleview,Florida,United States",21142,US,City,Active
1014956,Big Pine Key,"Big Pine Key,Florida,United States",21142,US,City,Active
1014957,Blountstown,"Blountstown,Florida,United States",21142,US,City,Active
1014958,Boca Grande,"Boca Grande,Florida,United States",21142,US,City,Active
1014959,Boca Raton,"Boca Raton,Florida,United States",21142,US,City,Active
1014960,Bonifay,"Bonifay,Florida,United States",21142,US,City,Active
1014961,Bonita Springs,"Bonita Springs,Florida,United States",21142,US,City,Active
1014962,Boynton Beach,"Boynton Beach,Florida,United States",21142,US,City,Active
1014963,Bradenton,"Bradenton,Florida,United States",21142,US,City,Active
1014964,Brandon,"Brandon,Florida,United States",21142,US,City,Active
1014965,Branford,"Branford,Florida,United States",21142,US,City,Active
1014967,Bronson,"Bronson,Florida,United States",21142,US,City,Active
1014968,Brooksville,"Brooksville,Florida,United States",21142,US,City,Active
1014970,Bunnell,"Bunnell,Florida,United States",21142,US,City,Active
1014971,Bushnell,"Bushnell,Florida,United States",21142,US,City,Active
1014972,Callahan,"Callahan,Florida,United States",21142,US,City,Active
1014973,Candler,"Candler,Florida,United States",21142,US,City,Active
1014975,Cape Canaveral,"Cape Canaveral,Florida,United States",21142,US,City,Active
1014976,Cape Coral,"Cape Coral,Florida,United States",21142,US,City,Active
1014977,Casselberry,"Casselberry,Florida,United States",21142,US,City,Active
1014978,Century,"Century,Florida,United States",21142,US,City,Active
1014979,Chattahoochee,"Chattahoochee,Florida,United States",21142,US,City,Active
1014980,Chiefland,"Chiefland,Florida,United States",21142,US,City,Active
1014981,Chipley,"Chipley,Florida,United States",21142,US,City,Active
1014983,Clarcona,"Clarcona,Florida,United States",21142,US,City,Active
1014984,Clearwater,"Clearwater,Florida,United States",21142,US,City,Active
1014986,Clermont,"Clermont,Florida,United States",21142,US,City,Active
1014987,Clewiston,"Clewiston,Florida,United States",21142,US,City,Active
1014988,Cocoa,"Cocoa,Florida,United States",21142,US,City,Active
1014989,Cocoa Beach,"Cocoa Beach,Florida,United States",21142,US,City,Active
1014990,Cottondale,"Cottondale,Florida,United States",21142,US,City,Active
1014991,Crawfordville,"Crawfordville,Florida,United States",21142,US,City,Active
1014992,Crescent City,"Crescent City,Florida,United States",21142,US,City,Active
1014993,Crestview,"Crestview,Florida,United States",21142,US,City,Active
1014994,Cross City,"Cross City,Florida,United States",21142,US,City,Active
1014996,Crystal River,"Crystal River,Florida,United States",21142,US,City,Active
1014997,Crystal Springs,"Crystal Springs,Florida,United States",21142,US,City,Active
1014998,Dade City,"Dade City,Florida,United States",21142,US,City,Active
1014999,Dania Beach,"Dania Beach,Florida,United States",21142,US,City,Active
1015000,Davenport,"Davenport,Florida,United States",21142,US,City,Active
1015001,Daytona Beach,"Daytona Beach,Florida,United States",21142,US,City,Active
1015002,De Leon Springs,"De Leon Springs,Florida,United States",21142,US,City,Active
1015003,DeBary,"DeBary,Florida,United States",21142,US,City,Active
1015004,Deerfield Beach,"Deerfield Beach,Florida,United States",21142,US,City,Active
1015005,DeFuniak Springs,"DeFuniak Springs,Florida,United States",21142,US,City,Active
1015006,DeLand,"DeLand,Florida,United States",21142,US,City,Active
1015007,Delray Beach,"Delray Beach,Florida,United States",21142,US,City,Active
1015008,Deltona,"Deltona,Florida,United States",21142,US,City,Active
1015009,Destin,"Destin,Florida,United States",21142,US,City,Active
1015010,Dover,"Dover,Florida,United States",21142,US,City,Active
1015011,Dundee,"Dundee,Florida,United States",21142,US,City,Active
1015012,Dunedin,"Dunedin,Florida,United States",21142,US,City,Active
1015013,Eagle Lake,"Eagle Lake,Florida,United States",21142,US,City,Active
1015014,Eastpoint,"Eastpoint,Florida,United States",21142,US,City,Active
1015015,Edgewater,"Edgewater,Volusia County,Florida,United States",21142,US,City,Active
1015016,Eglin Air Force Base,"Eglin Air Force Base,Florida,United States",21142,US,City,Active
1015017,Elfers,"Elfers,Florida,United States",21142,US,City,Active
1015018,Ellenton,"Ellenton,Florida,United States",21142,US,City,Active
1015019,Englewood,"Englewood,Florida,United States",21142,US,City,Active
1015020,Estero,"Estero,Florida,United States",21142,US,City,Active
1015021,Eustis,"Eustis,Florida,United States",21142,US,City,Active
1015022,Fernandina Beach,"Fernandina Beach,Florida,United States",21142,US,City,Active
1015023,Flagler Beach,"Flagler Beach,Florida,United States",21142,US,City,Active
1015024,Freeport,"Freeport,Florida,United States",21142,US,City,Active
1015025,Frostproof,"Frostproof,Florida,United States",21142,US,City,Active
1015026,Fruitland Park,"Fruitland Park,Florida,United States",21142,US,City,Active
1015027,Fort Lauderdale,"Fort Lauderdale,Florida,United States",21142,US,City,Active
1015028,Fort Meade,"Fort Meade,Florida,United States",21142,US,City,Active
1015029,Fort Myers,"Fort Myers,Florida,United States",21142,US,City,Active
1015030,Fort Myers Beach,"Fort Myers Beach,Florida,United States",21142,US,City,Active
1015031,Fort Pierce,"Fort Pierce,Florida,United States",21142,US,City,Active
1015032,Fort Walton Beach,"Fort Walton Beach,Florida,United States",21142,US,City,Active
1015033,Gainesville,"Gainesville,Florida,United States",21142,US,City,Active
1015034,Geneva,"Geneva,Florida,United States",21142,US,City,Active
1015035,Gibsonton,"Gibsonton,Florida,United States",21142,US,City,Active
1015036,Glenwood,"Glenwood,Florida,United States",21142,US,City,Active
1015037,Goldenrod,"Goldenrod,Florida,United States",21142,US,City,Active
1015038,Graceville,"Graceville,Florida,United States",21142,US,City,Active
1015039,Graham,"Graham,Florida,United States",21142,US,City,Active
1015041,Green Cove Springs,"Green Cove Springs,Florida,United States",21142,US,City,Active
1015042,Groveland,"Groveland,Florida,United States",21142,US,City,Active
1015043,Gulf Breeze,"Gulf Breeze,Florida,United States",21142,US,City,Active
1015044,Haines City,"Haines City,Florida,United States",21142,US,City,Active
1015045,Hallandale Beach,"Hallandale Beach,Florida,United States",21142,US,City,Active
1015046,Havana,"Havana,Florida,United States",21142,US,City,Active
1015047,Hawthorne,"Hawthorne,Florida,United States",21142,US,City,Active
1015048,Hernando,"Hernando,Florida,United States",21142,US,City,Active
1015049,Hialeah,"Hialeah,Florida,United States",21142,US,City,Active
1015050,High Springs,"High Springs,Florida,United States",21142,US,City,Active
1015051,Hilliard,"Hilliard,Florida,United States",21142,US,City,Active
1015052,Hobe Sound,"Hobe Sound,Florida,United States",21142,US,City,Active
1015053,Holiday,"Holiday,Florida,United States",21142,US,City,Active
1015054,Hollywood,"Hollywood,Florida,United States",21142,US,City,Active
1015055,Homestead,"Homestead,Florida,United States",21142,US,City,Active
1015056,Homosassa,"Homosassa,Florida,United States",21142,US,City,Active
1015057,Homosassa Springs,"Homosassa Springs,Florida,United States",21142,US,City,Active
1015058,Hudson,"Hudson,Florida,United States",21142,US,City,Active
1015059,Hurlburt Field,"Hurlburt Field,Florida,United States",21142,US,City,Active
1015060,Immokalee,"Immokalee,Florida,United States",21142,US,City,Active
1015061,Indialantic,"Indialantic,Florida,United States",21142,US,City,Active
1015062,Indian Rocks Beach,"Indian Rocks Beach,Florida,United States",21142,US,City,Active
1015063,Indiantown,"Indiantown,Florida,United States",21142,US,City,Active
1015064,Inverness,"Inverness,Florida,United States",21142,US,City,Active
1015065,Islamorada,"Islamorada,Florida,United States",21142,US,City,Active
1015067,Jacksonville,"Jacksonville,Florida,United States",21142,US,City,Active
1015068,Jacksonville Beach,"Jacksonville Beach,Florida,United States",21142,US,City,Active
1015069,Jasper,"Jasper,Florida,United States",21142,US,City,Active
1015070,Jay,"Jay,Florida,United States",21142,US,City,Active
1015071,Jensen Beach,"Jensen Beach,Florida,United States",21142,US,City,Active
1015072,Jupiter,"Jupiter,Florida,United States",21142,US,City,Active
1015073,Kenansville,"Kenansville,Florida,United States",21142,US,City,Active
1015074,Key Biscayne,"Key Biscayne,Florida,United States",21142,US,City,Active
1015075,Key Largo,"Key Largo,Florida,United States",21142,US,City,Active
1015076,Key West,"Key West,Florida,United States",21142,US,City,Active
1015077,Keystone Heights,"Keystone Heights,Florida,United States",21142,US,City,Active
1015078,Kissimmee,"Kissimmee,Florida,United States",21142,US,City,Active
1015079,LaBelle,"LaBelle,Florida,United States",21142,US,City,Active
1015080,Lady Lake,"Lady Lake,Florida,United States",21142,US,City,Active
1015081,Lake Butler,"Lake Butler,Union County,Florida,United States",21142,US,City,Active
1015082,Lake City,"Lake City,Florida,United States",21142,US,City,Active
1015083,Lake Helen,"Lake Helen,Florida,United States",21142,US,City,Active
1015084,Lake Mary,"Lake Mary,Florida,United States",21142,US,City,Active
1015085,Lake Placid,"Lake Placid,Florida,United States",21142,US,City,Active
1015086,Lake Wales,"Lake Wales,Florida,United States",21142,US,City,Active
1015087,Lake Worth,"Lake Worth,Florida,United States",21142,US,City,Active
1015088,Lakeland,"Lakeland,Florida,United States",21142,US,City,Active
1015089,Land O' Lakes,"Land O' Lakes,Florida,United States",21142,US,City,Active
1015090,Largo,"Largo,Florida,United States",21142,US,City,Active
1015091,Laurel Hill,"Laurel Hill,Florida,United States",21142,US,City,Active
1015092,Lecanto,"Lecanto,Florida,United States",21142,US,City,Active
1015093,Lee,"Lee,Florida,United States",21142,US,City,Active
1015094,Leesburg,"Leesburg,Florida,United States",21142,US,City,Active
1015095,Lehigh Acres,"Lehigh Acres,Florida,United States",21142,US,City,Active
1015097,Live Oak,"Live Oak,Florida,United States",21142,US,City,Active
1015098,Longboat Key,"Longboat Key,Florida,United States",21142,US,City,Active
1015099,Longwood,"Longwood,Florida,United States",21142,US,City,Active
1015100,Loxahatchee Groves,"Loxahatchee Groves,Florida,United States",21142,US,City,Active
1015101,Lutz,"Lutz,Florida,United States",21142,US,City,Active
1015102,Lynn Haven,"Lynn Haven,Florida,United States",21142,US,City,Active
1015103,Macclenny,"Macclenny,Florida,United States",21142,US,City,Active
1015104,Madison,"Madison,Florida,United States",21142,US,City,Active
1015105,Maitland,"Maitland,Florida,United States",21142,US,City,Active
1015106,Malabar,"Malabar,Florida,United States",21142,US,City,Active
1015107,Marathon,"Marathon,Florida,United States",21142,US,City,Active
1015108,Marco Island,"Marco Island,Florida,United States",21142,US,City,Active
1015109,Marianna,"Marianna,Florida,United States",21142,US,City,Active
1015110,Mary Esther,"Mary Esther,Florida,United States",21142,US,City,Active
1015111,Mayo,"Mayo,Florida,United States",21142,US,City,Active
1015112,McDavid,"McDavid,Florida,United States",21142,US,City,Active
1015113,Melbourne,"Melbourne,Florida,United States",21142,US,City,Active
1015114,Merritt Island,"Merritt Island,Florida,United States",21142,US,City,Active
1015115,Mexico Beach,"Mexico Beach,Florida,United States",21142,US,City,Active
1015116,Miami,"Miami,Florida,United States",21142,US,City,Active
1015117,Miami Beach,"Miami Beach,Florida,United States",21142,US,City,Active
1015119,Middleburg,"Middleburg,Florida,United States",21142,US,City,Active
1015120,Milton,"Milton,Florida,United States",21142,US,City,Active
1015121,Minneola,"Minneola,Florida,United States",21142,US,City,Active
1015122,Molino,"Molino,Florida,United States",21142,US,City,Active
1015123,Monticello,"Monticello,Florida,United States",21142,US,City,Active
1015124,Montverde,"Montverde,Florida,United States",21142,US,City,Active
1015125,Mount Dora,"Mount Dora,Florida,United States",21142,US,City,Active
1015126,Mount Pleasant,"Mount Pleasant,Florida,United States",21142,US,City,Active
1015127,Mulberry,"Mulberry,Florida,United States",21142,US,City,Active
1015128,Myakka City,"Myakka City,Florida,United States",21142,US,City,Active
1015129,Naples,"Naples,Florida,United States",21142,US,City,Active
1015130,Navarre,"Navarre,Florida,United States",21142,US,City,Active
1015131,Neptune Beach,"Neptune Beach,Florida,United States",21142,US,City,Active
1015132,New Port Richey,"New Port Richey,Florida,United States",21142,US,City,Active
1015133,New Smyrna Beach,"New Smyrna Beach,Florida,United States",21142,US,City,Active
1015134,Newberry,"Newberry,Florida,United States",21142,US,City,Active
1015135,Niceville,"Niceville,Florida,United States",21142,US,City,Active
1015136,Nokomis,"Nokomis,Florida,United States",21142,US,City,Active
1015137,North Fort Myers,"North Fort Myers,Florida,United States",21142,US,City,Active
1015138,North Miami Beach,"North Miami Beach,Florida,United States",21142,US,City,Active
1015139,North Palm Beach,"North Palm Beach,Florida,United States",21142,US,City,Active
1015140,North Port,"North Port,Florida,United States",21142,US,City,Active
1015141,Ocala,"Ocala,Florida,United States",21142,US,City,Active
1015142,Ocoee,"Ocoee,Florida,United States",21142,US,City,Active
1015143,Odessa,"Odessa,Florida,United States",21142,US,City,Active
1015144,Okahumpka,"Okahumpka,Florida,United States",21142,US,City,Active
1015145,Okeechobee,"Okeechobee,Florida,United States",21142,US,City,Active
1015146,Oldsmar,"Oldsmar,Florida,United States",21142,US,City,Active
1015147,Opa-locka,"Opa-locka,Florida,United States",21142,US,City,Active
1015148,Orange City,"Orange City,Florida,United States",21142,US,City,Active
1015149,Orange Park,"Orange Park,Florida,United States",21142,US,City,Active
1015150,Orlando,"Orlando,Florida,United States",21142,US,City,Active
1015151,Ormond Beach,"Ormond Beach,Florida,United States",21142,US,City,Active
1015152,Osprey,"Osprey,Florida,United States",21142,US,City,Active
1015153,Oviedo,"Oviedo,Florida,United States",21142,US,City,Active
1015155,Pahokee,"Pahokee,Florida,United States",21142,US,City,Active
1015156,Palatka,"Palatka,Florida,United States",21142,US,City,Active
1015157,Palm Bay,"Palm Bay,Florida,United States",21142,US,City,Active
1015158,Palm Beach,"Palm Beach,Florida,United States",21142,US,City,Active
1015159,Palm City,"Palm City,Florida,United States",21142,US,City,Active
1015160,Palm Coast,"Palm Coast,Florida,United States",21142,US,City,Active
1015161,Palm Harbor,"Palm Harbor,Florida,United States",21142,US,City,Active
1015162,Palmetto,"Palmetto,Florida,United States",21142,US,City,Active
1015163,Panama City,"Panama City,Florida,United States",21142,US,City,Active
1015164,Panama City Beach,"Panama City Beach,Florida,United States",21142,US,City,Active
1015165,Patrick Air Force Base,"Patrick Air Force Base,Florida,United States",21142,US,City,Active
1015166,Pembroke Pines,"Pembroke Pines,Florida,United States",21142,US,City,Active
1015167,Pensacola,"Pensacola,Florida,United States",21142,US,City,Active
1015168,Perry,"Perry,Florida,United States",21142,US,City,Active
1015169,Pierson,"Pierson,Florida,United States",21142,US,City,Active
1015170,Pinellas Park,"Pinellas Park,Florida,United States",21142,US,City,Active
1015171,Placida,"Placida,Florida,United States",21142,US,City,Active
1015172,Plant City,"Plant City,Florida,United States",21142,US,City,Active
1015173,Plymouth,"Plymouth,Florida,United States",21142,US,City,Active
1015174,Polk City,"Polk City,Florida,United States",21142,US,City,Active
1015175,Pomona Park,"Pomona Park,Florida,United States",21142,US,City,Active
1015176,Pompano Beach,"Pompano Beach,Florida,United States",21142,US,City,Active
1015177,Ponte Vedra Beach,"Ponte Vedra Beach,Florida,United States",21142,US,City,Active
1015178,Port Charlotte,"Port Charlotte,Florida,United States",21142,US,City,Active
1015179,Port Orange,"Port Orange,Florida,United States",21142,US,City,Active
1015180,Port Richey,"Port Richey,Florida,United States",21142,US,City,Active
1015181,Port Saint Joe,"Port Saint Joe,Florida,United States",21142,US,City,Active
1015182,Port St. Lucie,"Port St. Lucie,Florida,United States",21142,US,City,Active
1015183,Punta Gorda,"Punta Gorda,Florida,United States",21142,US,City,Active
